y,Jurisdiction_encoded,Sub-stream,Total type,Category_encoded,Type_encoded,Management_encoded,Fate_encoded,ds_encoded
324,8,2,Hazwaste total,2,1,5,0,0
0,8,2,Hazwaste total,2,1,5,1,0
615,8,2,Hazwaste total,2,1,5,3,0
829,8,3,Hazwaste total,2,1,1,1,0
1635,8,3,Hazwaste total,2,1,2,0,0
437,8,3,Hazwaste total,2,1,3,0,0
2325,8,3,Hazwaste total,2,1,4,3,0
999,8,3,Hazwaste total,2,1,5,0,0
640,8,3,Hazwaste total,2,1,5,1,0
1235,8,3,Hazwaste total,2,1,5,3,0
829,8,9,Hazwaste total,2,1,1,1,0
1650,8,9,Hazwaste total,2,1,2,0,0
437,8,9,Hazwaste total,2,1,3,0,0
2328,8,9,Hazwaste total,2,1,4,3,0
1028,8,9,Hazwaste total,2,1,5,0,0
640,8,9,Hazwaste total,2,1,5,1,0
1299,8,9,Hazwaste total,2,1,5,3,0
0,8,2,All other waste total,7,1,1,1,0
2902,8,2,All other waste total,7,1,2,0,0
1127,8,2,All other waste total,7,1,2,1,0
2420,8,2,All other waste total,7,1,4,3,0
0,8,3,All other waste total,7,1,1,1,0
2734,8,3,All other waste total,7,1,2,0,0
1761,8,3,All other waste total,7,1,2,1,0
2664,8,3,All other waste total,7,1,4,3,0
0,8,1,All other waste total,7,1,1,1,0
2731,8,1,All other waste total,7,1,2,0,0
1808,8,1,All other waste total,7,1,2,1,0
2420,8,1,All other waste total,7,1,4,3,0
0,8,9,All other waste total,7,1,1,1,0
3046,8,9,All other waste total,7,1,2,0,0
2149,8,9,All other waste total,7,1,2,1,0
2863,8,9,All other waste total,7,1,4,3,0
